代码,名称,当前收盘价,MA5,MA10,突破前高价,突破日,信号
603226.SS,菲林格尔,44.3,43.462,43.387,30.77,20250922,买入（涨停放量突破前高 + 缩量回踩5日线 + BB下轨确认）
300136.SZ,信维通信,29.52,28.742,28.77,30.26,20251015,买入（涨停放量突破前高 + 缩量回踩5日线 + BB下轨确认）
603297.SS,永新光学,104.36,102.578,105.40299999999999,120.77,20250919,买入（涨停放量突破前高 + 缩量回踩5日线 + BB下轨确认）
300751.SZ,迈为股份,96.63,98.114,102.873,102.98,20251009,买入（涨停放量突破前高 + 缩量回踩5日线 + BB下轨确认）
002371.SZ,北方华创,414.8,405.172,408.616,427.9,20250924,买入（涨停放量突破前高 + 缩量回踩5日线 + BB下轨确认）
002718.SZ,友邦吊顶,26.22,25.148,24.547000000000004,25.47,20250922,买入（涨停放量突破前高 + 缩量回踩5日线 + BB下轨确认）
300946.SZ,恒而达,52.73,51.95799999999999,54.16799999999999,61.36,20250925,买入（涨停放量突破前高 + 缩量回踩5日线 + BB下轨确认）
300863.SZ,卡倍亿,49.27,49.69199999999999,48.414,41.28,20251010,买入（涨停放量突破前高 + 缩量回踩5日线 + BB下轨确认）
300443.SZ,金雷股份,29.0,28.168,28.948,29.04,20250917,买入（涨停放量突破前高 + 缩量回踩5日线 + BB下轨确认）
600362.SS,江西铜业,38.11,37.458000000000006,38.274,32.9,20250930,买入（涨停放量突破前高 + 缩量回踩5日线 + BB下轨确认）
002941.SZ,新疆交建,18.66,19.032000000000004,19.396,17.77,20251010,买入（涨停放量突破前高 + 缩量回踩5日线 + BB下轨确认）
000672.SZ,上峰水泥,10.94,10.904,11.125,10.08,20250930,买入（涨停放量突破前高 + 缩量回踩5日线 + BB下轨确认）
301117.SZ,佳缘科技,40.06,39.192,37.998,37.85,20250922,买入（涨停放量突破前高 + 缩量回踩5日线 + BB下轨确认）
688063.SS,派能科技,65.06,64.16,65.431,64.9,20250930,买入（涨停放量突破前高 + 缩量回踩5日线 + BB下轨确认）
688360.SS,德马科技,21.15,21.012,21.526,24.42,20250922,买入（涨停放量突破前高 + 缩量回踩5日线 + BB下轨确认）
002905.SZ,金逸影视,10.73,10.38,10.241,14.98,20250918,买入（涨停放量突破前高 + 缩量回踩5日线 + BB下轨确认）
002670.SZ,国盛金控,21.71,21.446,21.257,22.13,20250930,买入（涨停放量突破前高 + 缩量回踩5日线 + BB下轨确认）
300593.SZ,新雷能,19.86,19.558,20.015,21.9,20250930,买入（涨停放量突破前高 + 缩量回踩5日线 + BB下轨确认）
000753.SZ,漳州发展,7.34,7.358,7.525,7.68,20251010,买入（涨停放量突破前高 + 缩量回踩5日线 + BB下轨确认）
603903.SS,中持股份,16.22,15.37,14.655000000000001,13.32,20251014,买入（涨停放量突破前高 + 缩量回踩5日线 + BB下轨确认）
601616.SS,广电电气,4.23,4.2299999999999995,4.246,4.04,20250925,买入（涨停放量突破前高 + 缩量回踩5日线 + BB下轨确认）
688776.SS,国光电气,86.01,84.932,90.853,95.18,20251009,买入（涨停放量突破前高 + 缩量回踩5日线 + BB下轨确认）
605488.SS,福莱新材,31.25,31.134000000000004,31.427999999999997,39.3,20250922,买入（涨停放量突破前高 + 缩量回踩5日线 + BB下轨确认）
600170.SS,上海建工,2.93,2.894,2.93,3.53,20250918,买入（涨停放量突破前高 + 缩量回踩5日线 + BB下轨确认）
002045.SZ,国光电器,15.98,15.794,16.297,18.22,20250930,买入（涨停放量突破前高 + 缩量回踩5日线 + BB下轨确认）
002533.SZ,金杯电工,12.18,12.218,12.41,12.28,20251009,买入（涨停放量突破前高 + 缩量回踩5日线 + BB下轨确认）
002394.SZ,联发股份,11.26,11.376000000000001,11.54,11.76,20251010,买入（涨停放量突破前高 + 缩量回踩5日线 + BB下轨确认）
301043.SZ,绿岛风,44.46,45.282000000000004,48.010999999999996,41.88,20250919,买入（涨停放量突破前高 + 缩量回踩5日线 + BB下轨确认）
600162.SS,香江控股,2.29,2.2700000000000005,2.2150000000000003,2.62,20250918,买入（涨停放量突破前高 + 缩量回踩5日线 + BB下轨确认）
688077.SS,大地熊,34.3,34.69799999999999,36.322,39.45,20251013,买入（涨停放量突破前高 + 缩量回踩5日线 + BB下轨确认）
002276.SZ,万马股份,17.56,17.052,17.544999999999998,19.42,20250922,买入（涨停放量突破前高 + 缩量回踩5日线 + BB下轨确认）
300115.SZ,长盈精密,36.96,36.386,36.392,35.39,20250922,买入（涨停放量突破前高 + 缩量回踩5日线 + BB下轨确认）
600056.SS,中国医药,11.13,11.062000000000001,11.142999999999999,11.1,20250918,买入（涨停放量突破前高 + 缩量回踩5日线 + BB下轨确认）
300250.SZ,初灵信息,26.34,25.546,25.249,21.91,20250923,买入（涨停放量突破前高 + 缩量回踩5日线 + BB下轨确认）
688019.SS,安集科技,221.42,210.20999999999998,209.311,196.05,20250924,买入（涨停放量突破前高 + 缩量回踩5日线 + BB下轨确认）
603956.SS,威派格,6.5,6.481999999999999,6.537999999999999,7.29,20250919,买入（涨停放量突破前高 + 缩量回踩5日线 + BB下轨确认）
001208.SZ,华菱线缆,12.28,12.328,12.629000000000001,13.41,20250924,买入（涨停放量突破前高 + 缩量回踩5日线 + BB下轨确认）
002775.SZ,文科股份,5.05,4.746,4.691,4.54,20251014,买入（涨停放量突破前高 + 缩量回踩5日线 + BB下轨确认）
301631.SZ,壹连科技,92.4,91.384,92.818,96.8,20250925,买入（涨停放量突破前高 + 缩量回踩5日线 + BB下轨确认）
002222.SZ,福晶科技,45.2,44.376,46.367,49.2,20250919,买入（涨停放量突破前高 + 缩量回踩5日线 + BB下轨确认）
603878.SS,武进不锈,11.33,10.83,11.136000000000001,10.35,20251010,买入（涨停放量突破前高 + 缩量回踩5日线 + BB下轨确认）
603650.SS,彤程新材,41.62,40.85,42.315,38.5,20250924,买入（涨停放量突破前高 + 缩量回踩5日线 + BB下轨确认）
300769.SZ,德方纳米,40.48,40.04600000000001,41.057,44.47,20250930,买入（涨停放量突破前高 + 缩量回踩5日线 + BB下轨确认）
000957.SZ,中通客车,12.6,12.506,12.291999999999998,11.95,20251015,买入（涨停放量突破前高 + 缩量回踩5日线 + BB下轨确认）
688116.SS,天奈科技,56.98,54.29,55.625,60.6,20250929,买入（涨停放量突破前高 + 缩量回踩5日线 + BB下轨确认）
688545.SS,兴福电子,35.25,35.712,36.623000000000005,36.18,20250924,买入（涨停放量突破前高 + 缩量回踩5日线 + BB下轨确认）
688332.SS,中科蓝讯,153.0,149.51,147.38799999999998,135.22,20250922,买入（涨停放量突破前高 + 缩量回踩5日线 + BB下轨确认）
002129.SZ,TCL中环,8.75,8.864,9.059999999999999,8.91,20250925,买入（涨停放量突破前高 + 缩量回踩5日线 + BB下轨确认）
002546.SZ,新联电子,6.92,6.338,6.226999999999999,6.26,20251022,买入（涨停放量突破前高 + 缩量回踩5日线 + BB下轨确认）
002279.SZ,久其软件,7.57,7.412000000000001,7.255,7.19,20251015,买入（涨停放量突破前高 + 缩量回踩5日线 + BB下轨确认）
003023.SZ,彩虹集团,25.17,24.454,23.294,23.24,20251017,买入（涨停放量突破前高 + 缩量回踩5日线 + BB下轨确认）
000629.SZ,钒钛股份,2.98,2.956,3.019,3.05,20250929,买入（涨停放量突破前高 + 缩量回踩5日线 + BB下轨确认）
002338.SZ,奥普光电,54.51,55.09400000000001,58.483000000000004,60.42,20251013,买入（涨停放量突破前高 + 缩量回踩5日线 + BB下轨确认）
001326.SZ,联域股份,50.57,51.042,51.58299999999999,51.26,20251009,买入（涨停放量突破前高 + 缩量回踩5日线 + BB下轨确认）
600996.SS,贵广网络,9.56,9.642,9.524,9.89,20250923,买入（涨停放量突破前高 + 缩量回踩5日线 + BB下轨确认）
002900.SZ,哈三联,14.17,13.854,13.603,14.01,20251022,买入（涨停放量突破前高 + 缩量回踩5日线 + BB下轨确认）
603588.SS,高能环境,7.4,7.496,7.837000000000001,7.22,20251009,买入（涨停放量突破前高 + 缩量回踩5日线 + BB下轨确认）
001228.SZ,永泰运,26.28,26.622000000000003,25.182000000000002,25.2,20251020,买入（涨停放量突破前高 + 缩量回踩5日线 + BB下轨确认）
002957.SZ,科瑞技术,22.31,20.736,20.456,21.15,20251022,买入（涨停放量突破前高 + 缩量回踩5日线 + BB下轨确认）
002154.SZ,报 喜 鸟,4.01,4.024,4.037,4.66,20250919,买入（涨停放量突破前高 + 缩量回踩5日线 + BB下轨确认）
300836.SZ,佰奥智能,50.77,50.971999999999994,53.069,50.0,20250922,买入（涨停放量突破前高 + 缩量回踩5日线 + BB下轨确认）
002709.SZ,天赐材料,34.24,34.222,34.725,35.0,20250929,买入（涨停放量突破前高 + 缩量回踩5日线 + BB下轨确认）
002708.SZ,光洋股份,13.73,13.488,13.483,14.68,20250924,买入（涨停放量突破前高 + 缩量回踩5日线 + BB下轨确认）
002952.SZ,亚世光电,20.54,20.886,21.215,21.03,20251014,买入（涨停放量突破前高 + 缩量回踩5日线 + BB下轨确认）
002778.SZ,中晟高科,20.03,19.834,20.330000000000002,21.5,20250929,买入（涨停放量突破前高 + 缩量回踩5日线 + BB下轨确认）
605588.SS,冠石科技,54.71,55.181999999999995,57.94499999999999,63.06,20251013,买入（涨停放量突破前高 + 缩量回踩5日线 + BB下轨确认）
002910.SZ,庄园牧场,10.71,10.472,10.692,10.86,20251010,买入（涨停放量突破前高 + 缩量回踩5日线 + BB下轨确认）
002641.SZ,公元股份,4.38,4.314,4.328,4.39,20250918,买入（涨停放量突破前高 + 缩量回踩5日线 + BB下轨确认）
002290.SZ,禾盛新材,42.02,40.18599999999999,39.821000000000005,42.96,20251023,买入（涨停放量突破前高 + 缩量回踩5日线 + BB下轨确认）
002246.SZ,北化股份,18.97,19.224,20.020999999999997,19.38,20250924,买入（涨停放量突破前高 + 缩量回踩5日线 + BB下轨确认）
920300.SZ,辰光医疗,17.51,17.176,16.838,18.27,20251023,买入（涨停放量突破前高 + 缩量回踩5日线 + BB下轨确认）
300464.SZ,星徽股份,7.03,7.066,7.659999999999999,6.55,20250930,买入（涨停放量突破前高 + 缩量回踩5日线 + BB下轨确认）
301209.SZ,联合化学,83.5,84.652,101.274,98.0,20250924,买入（涨停放量突破前高 + 缩量回踩5日线 + BB下轨确认）
003038.SZ,鑫铂股份,18.66,17.804000000000002,17.177999999999997,18.08,20251023,买入（涨停放量突破前高 + 缩量回踩5日线 + BB下轨确认）
002811.SZ,郑中设计,13.64,13.780000000000001,13.725,12.6,20251013,买入（涨停放量突破前高 + 缩量回踩5日线 + BB下轨确认）
000531.SZ,穗恒运Ａ,6.86,6.965999999999999,6.787999999999999,6.5,20251015,买入（涨停放量突破前高 + 缩量回踩5日线 + BB下轨确认）
002346.SZ,柘中股份,18.1,18.006,17.919,17.8,20250926,买入（涨停放量突破前高 + 缩量回踩5日线 + BB下轨确认）
605089.SS,味知香,25.39,25.426,25.676,29.88,20250918,买入（涨停放量突破前高 + 缩量回踩5日线 + BB下轨确认）
000923.SZ,河钢资源,18.25,18.084000000000003,18.042,17.91,20251009,买入（涨停放量突破前高 + 缩量回踩5日线 + BB下轨确认）
301629.SZ,矽电股份,189.33,189.41,195.508,225.85,20250924,买入（涨停放量突破前高 + 缩量回踩5日线 + BB下轨确认）
000985.SZ,大庆华科,18.65,18.046,17.853,18.54,20250929,买入（涨停放量突破前高 + 缩量回踩5日线 + BB下轨确认）
300585.SZ,奥联电子,19.3,18.578,18.152,17.56,20250929,买入（涨停放量突破前高 + 缩量回踩5日线 + BB下轨确认）
300582.SZ,英飞特,15.81,15.622,15.949000000000002,17.29,20250919,买入（涨停放量突破前高 + 缩量回踩5日线 + BB下轨确认）
300563.SZ,神宇股份,37.14,37.368,38.905,44.95,20250925,买入（涨停放量突破前高 + 缩量回踩5日线 + BB下轨确认）
600060.SS,海信视像,24.46,24.364,24.571,22.79,20250924,买入（涨停放量突破前高 + 缩量回踩5日线 + BB下轨确认）
000019.SZ,深粮控股,7.14,7.088000000000001,6.955,7.02,20251023,买入（涨停放量突破前高 + 缩量回踩5日线 + BB下轨确认）
300969.SZ,恒帅股份,113.01,109.73800000000001,110.75999999999999,127.5,20250923,买入（涨停放量突破前高 + 缩量回踩5日线 + BB下轨确认）
688312.SS,燕麦科技,29.15,27.918,28.169,34.98,20250924,买入（涨停放量突破前高 + 缩量回踩5日线 + BB下轨确认）
002150.SZ,通润装备,18.55,18.342,18.491,19.16,20250930,买入（涨停放量突破前高 + 缩量回踩5日线 + BB下轨确认）
601618.SS,中国中冶,3.71,3.69,3.786,3.59,20250930,买入（涨停放量突破前高 + 缩量回踩5日线 + BB下轨确认）
300686.SZ,智动力,14.83,14.916,15.244,14.47,20250925,买入（涨停放量突破前高 + 缩量回踩5日线 + BB下轨确认）
600067.SS,冠城新材,3.51,3.5160000000000005,3.45,3.28,20251014,买入（涨停放量突破前高 + 缩量回踩5日线 + BB下轨确认）
000962.SZ,东方钽业,29.48,27.75,27.461000000000002,26.26,20251013,买入（涨停放量突破前高 + 缩量回踩5日线 + BB下轨确认）
003002.SZ,壶化股份,25.97,25.362000000000002,25.657999999999998,25.28,20250930,买入（涨停放量突破前高 + 缩量回踩5日线 + BB下轨确认）
002460.SZ,赣锋锂业,64.3,62.312,64.193,61.0,20251009,买入（涨停放量突破前高 + 缩量回踩5日线 + BB下轨确认）
002240.SZ,盛新锂能,21.51,20.433999999999997,19.932,21.04,20251023,买入（涨停放量突破前高 + 缩量回踩5日线 + BB下轨确认）
605376.SS,博迁新材,56.29,55.322,56.69499999999999,59.49,20250930,买入（涨停放量突破前高 + 缩量回踩5日线 + BB下轨确认）
301512.SZ,智信精密,46.4,45.867999999999995,45.521,48.79,20250922,买入（涨停放量突破前高 + 缩量回踩5日线 + BB下轨确认）
300185.SZ,通裕重工,3.15,3.04,3.102,3.15,20250918,买入（涨停放量突破前高 + 缩量回踩5日线 + BB下轨确认）
600711.SS,盛屯矿业,10.42,10.376,10.586,10.32,20251009,买入（涨停放量突破前高 + 缩量回踩5日线 + BB下轨确认）
001206.SZ,依依股份,34.85,32.248,30.579,32.26,20251010,买入（涨停放量突破前高 + 缩量回踩5日线 + BB下轨确认）
000737.SZ,北方铜业,15.9,15.622,16.196,16.39,20251009,买入（涨停放量突破前高 + 缩量回踩5日线 + BB下轨确认）
301227.SZ,森鹰窗业,44.85,45.342,45.263,39.68,20250922,买入（涨停放量突破前高 + 缩量回踩5日线 + BB下轨确认）
000417.SZ,合百集团,7.28,7.340000000000001,7.297,6.58,20251013,买入（涨停放量突破前高 + 缩量回踩5日线 + BB下轨确认）
002390.SZ,信邦制药,3.83,3.874000000000001,3.8250000000000006,3.72,20250930,买入（涨停放量突破前高 + 缩量回踩5日线 + BB下轨确认）
002922.SZ,伊戈尔,22.8,22.508000000000003,23.069,24.88,20251015,买入（涨停放量突破前高 + 缩量回踩5日线 + BB下轨确认）
002919.SZ,名臣健康,17.85,17.752,17.531,15.93,20251010,买入（涨停放量突破前高 + 缩量回踩5日线 + BB下轨确认）
301357.SZ,北方长龙,140.0,140.63000000000002,144.383,139.9,20251013,买入（涨停放量突破前高 + 缩量回踩5日线 + BB下轨确认）
603993.SS,洛阳钼业,16.78,15.656,15.858,15.85,20251009,买入（涨停放量突破前高 + 缩量回踩5日线 + BB下轨确认）
002453.SZ,华软科技,6.7,6.803999999999999,6.862,7.33,20250923,买入（涨停放量突破前高 + 缩量回踩5日线 + BB下轨确认）
603077.SS,和邦生物,2.1,2.1260000000000003,2.1740000000000004,2.15,20251009,买入（涨停放量突破前高 + 缩量回踩5日线 + BB下轨确认）
600595.SS,中孚实业,6.45,6.346,6.077,5.85,20251015,买入（涨停放量突破前高 + 缩量回踩5日线 + BB下轨确认）
300604.SZ,长川科技,85.3,83.838,87.045,80.27,20250924,买入（涨停放量突破前高 + 缩量回踩5日线 + BB下轨确认）
600556.SS,天下秀,5.86,5.853999999999999,5.782,5.55,20250925,买入（涨停放量突破前高 + 缩量回踩5日线 + BB下轨确认）
688377.SS,迪威尔,41.61,42.016000000000005,39.532,35.3,20250925,买入（涨停放量突破前高 + 缩量回踩5日线 + BB下轨确认）
601686.SS,友发集团,6.78,6.5200000000000005,6.45,6.47,20251020,买入（涨停放量突破前高 + 缩量回踩5日线 + BB下轨确认）
